name	source	about	first_release	types	paradigms	website
mohol	https://en.wikipedia.org/wiki/Mohol_programming_languages	A system programming language is a programming language used for system programming; such languages are designed for writing system software, which usually requires different development approaches when compared with application software. Edsger Dijkstra refers to these language as Machine Oriented High Order Languages, or mohol.[1]				
moo	https://en.wikipedia.org/wiki/MOO_(programming_language)	A MOO (MUD, object-oriented[1][2]) is a text-based online virtual reality system to which multiple users (players) are connected at the same time.				
mortran	https://en.wikipedia.org/wiki/Mortran	Mortran (More Fortran) is an extension of the Fortran programming language used for scientific computation. It introduces syntax changes, including the use of semicolons to end statements, in order to improve readability and flexibility. Mortran code is macro-processed into Fortran code for compilation.				
mouse	https://en.wikipedia.org/wiki/Mouse_(programming_language)	The Mouse programming language is a small computer programming language developed by Dr. Peter Grogono in the late 1970s and early 1980s.[1][2][3] It was developed as an extension of an earlier language called MUSYS, which was used to control digital and analog devices in an electronic music studio.				
mpd	https://en.wikipedia.org/wiki/MPD_(programming_language)	Multithreaded, Parallel, and Distributed Programming (MPD) is a concurrent programming language whose syntax is derived from the one used in the book Foundations of Multithreaded, Parallel, and Distributed Programming. The name lists the distinguishing features of the language, namely that it supports all three of these concurrent programming techniques.				
msl	https://en.wikipedia.org/wiki/MIRC_scripting_language	"The mIRC scripting language (often unofficially abbreviated to ""mSL""[3][4]) is the scripting language embedded in mIRC, an IRC client for Windows."	1995	['Dynamic typing']	['Event-driven programming', 'Procedural programming']	http://mirc.com/
mumps	https://en.wikipedia.org/wiki/MUMPS	"MUMPS (""Massachusetts General Hospital Utility Multi-Programming System""), or M, is an integrated programming language and key–value database originally developed at Massachusetts General Hospital for managing hospital laboratory information systems."	1966		['Imperative', 'Procedural']	
mupad	https://en.wikipedia.org/wiki/MuPAD	MuPAD is a computer algebra system (CAS). Originally developed by the MuPAD research group at the University of Paderborn, Germany, development was taken over by the company SciFace Software GmbH & Co. KG in cooperation with the MuPAD research group and partners from some other universities starting in 1997. MuPAD's graphics package was particularly successful, especially considering the era when it was developed.[citation needed]				http://mathworks.com/discovery/mupad.html
mutan	https://en.wikipedia.org/wiki/Ethereum	Ethereum is a decentralized, open-source blockchain featuring smart contract functionality. Ether (ETH) is the native cryptocurrency of the platform. It is the second-largest cryptocurrency by market capitalization, after Bitcoin.[1] Ethereum is the most actively used blockchain.[2][3]	2015			http://ethereum.org/
mystic programming language	https://en.wikipedia.org/wiki/Mystic_BBS	Mystic BBS is a bulletin board system software program that began in 1995 and was first released to the public in December 1997 under the MS-DOS platform. It has since been ported to Microsoft Windows, OS/2, OS X, and Linux (Intel and ARM based systems such as the Raspberry Pi). Mystic was designed to be a spiritual successor to the Telegard and Renegade bulletin board systems.				http://www.mysticbbs.com/
nasm	https://en.wikipedia.org/wiki/Netwide_Assembler	The Netwide Assembler (NASM) is an assembler and disassembler for the Intel x86 architecture. It can be used to write 16-bit, 32-bit (IA-32) and 64-bit (x86-64) programs. NASM is considered to be one of the most popular assemblers for Linux.[1]	1996			https://www.nasm.us/
napier88	https://en.wikipedia.org/wiki/Napier88	Napier88 is an orthogonally persistent programming language that was designed and implemented at the University of St Andrews, Scotland. The primary designer was Ron Morrison, whose initial designs were extended and implemented by Fred Brown, Richard Connor, and Al Dearle. Napier88 was ahead of its time in many ways, and was the first robustly implemented language to combine a polymorphic type system with orthogonal persistence. The language was robustly implemented and released to users from both industry and academia; up to 1,000 registered users were recorded in due course. The language, however, was only intended to provide a proof of concept for an experiment in persistent programming; some time after 1989 (the year the first implementation was in fact released) the group's interests moved on and the language was no longer maintained.	1988		['Multi-paradigm', 'Procedural', 'imperative', 'structured']	
neko	https://en.wikipedia.org/wiki/Neko_(programming_language)	NekoVM is a virtual machine developed by Nicolas Cannasse as part of research and development (R&D) efforts at two indie video game firms in Bordeaux, France: first at Motion Twin and then at Shiro Games. NekoVM's native language is the bytecode for a high-level dynamically typed programming language called Neko. This pairing allows Neko to be used directly as an embedded scripting language or to target NekoVM by compiling some other language (such as Haxe) to NekoVM bytecode.	2005	['Dynamic']	['Object-oriented', 'structured', 'prototype-based', 'scripting']	http://nekovm.org/
nemerle	https://en.wikipedia.org/wiki/Nemerle	Nemerle is a general-purpose, high-level, statically typed programming language designed for platforms using the Common Language Infrastructure (.NET/Mono). It offers functional, object-oriented and imperative features. It has a simple C#-like syntax and a powerful metaprogramming system. In June 2012, the core developers of Nemerle were hired by the Czech software development company JetBrains. The team is focusing on developing Nitra, a framework to implement extant and new programming languages. This framework will likely be used to create future versions of Nemerle.[2][3][4]	2003	['Inferred', 'nominal', 'static', 'strong']	['Multi-paradigm', 'functional', 'imperative', 'meta', 'object-oriented']	http://nemerle.org/
nesl	https://en.wikipedia.org/wiki/NESL	NESL is a parallel programming language developed at Carnegie Mellon by the SCandAL project and released in 1993. It integrates various ideas from parallel algorithms, and functional programming and array programming languages.	1993		['functional', 'array']	
net.data	https://en.wikipedia.org/wiki/Net.Data	Net.Data is a programming language by IBM used largely for database-backed web applications.[1]				http://www-306.ibm.com/software/data/net.data/
netlogo	https://en.wikipedia.org/wiki/NetLogo	NetLogo is a programming language and integrated development environment (IDE) for agent-based modeling.	1999	['Dynamic', 'strong']	['multi-paradigm', 'educational', 'procedural', 'agent-based', 'simulation']	http://ccl.northwestern.edu/netlogo
netrexx	https://en.wikipedia.org/wiki/NetRexx	NetRexx is an open source, originally IBM's, variant of the REXX programming language to run on the Java virtual machine.[3] It supports a classic REXX syntax, with no reserved keywords, along with considerable additions to support object-oriented programming in a manner compatible with Java's object model, yet can be used as both a compiled and an interpreted language, with an option of using only data types native to the JVM or the NetRexx runtime package. The latter offers the standard Rexx data type that combines string processing with unlimited precision decimal arithmetic.	1996	['Static, strong, safe', 'dynamic', 'string']	['multiparadigm', 'object-oriented', 'procedural', 'structured']	
newlisp	https://en.wikipedia.org/wiki/NewLISP	newLISP is a scripting language which is a dialect of the Lisp family of programming languages. It was designed and developed by Lutz Mueller.[2] newLISP is free and open-source software released under the GNU General Public License, version 3 or later.	1991			http://www.newlisp.org/
newp	https://en.wikipedia.org/wiki/NEWP	NEWP, short for New Executive Programming Language, is a high-level programming language used on the Unisys MCP systems. The language is used to write the operating system and other system utilities, although it can also be used to write user software as well. Several constructs separate it from extended ALGOL on which it is based. Language operators such as MEMORY which allows direct memory access are strictly used by programs running as the MCP.[1]				
newspeak	https://en.wikipedia.org/wiki/Newspeak_(programming_language)	Newspeak is a programming language and platform in the tradition of Smalltalk and Self being developed by a team led by Gilad Bracha. The platform includes an IDE, a GUI library, and standard libraries.[1] Starting in 2006, Cadence Design Systems funded its development and employed the main contributors, but ceased funding in January 2009.[2]	2006	['dynamic', 'optional']	['object-oriented', 'functional']	http://newspeaklanguage.org/
newtonscript	https://en.wikipedia.org/wiki/NewtonScript	NewtonScript is a prototype-based programming language created to write programs for the Newton platform.[1] It is heavily influenced by the Self programming language, but modified to be more suited to needs of mobile and embedded devices.[2]	1993	['Dynamic']	['Prototype', 'Object-oriented']	
nial	https://en.wikipedia.org/wiki/Nial	"Nial (from ""Nested Interactive Array Language"") is a high-level array programming language developed from about 1981 by Mike Jenkins (named after Nial Dixon) of Queen's University, Kingston, Ontario, Canada. Jenkins co-created the Jenkins–Traub algorithm."	1981	['dynamic']	['array']	https://github.com/danlm/qnial7
nickle	https://en.wikipedia.org/wiki/Nickle_(programming_language)	Nickle is a numeric oriented programming language by Keith Packard and Bart Massey. Originally used for desktop calculation, it has since expanded for prototyping of complicated algorithms.	2001		['multi-paradigm']	http://www.nickle.org/
nitin	https://en.wikipedia.org/wiki/Nickle_(programming_language)	Nickle is a numeric oriented programming language by Keith Packard and Bart Massey. Originally used for desktop calculation, it has since expanded for prototyping of complicated algorithms.	2001		['multi-paradigm']	http://www.nickle.org/
nim	https://en.wikipedia.org/wiki/Nim_(programming_language)	"Nim is an imperative, general-purpose, multi-paradigm, statically typed, systems, compiled programming language[7] designed and developed by Andreas Rumpf. It is designed to be ""efficient, expressive, and elegant"",[8] supporting metaprogramming, functional, message passing,[5] procedural, and object-oriented programming styles by providing several features such as compile time code generation, algebraic data types, a foreign function interface (FFI) with C, C++, Objective-C, and JavaScript, and supporting compiling to those same languages."	2008	['Static', '[2]', 'strong', '[3]', 'inferred', 'structural']	['Multi-paradigm', 'compiled', 'concurrent', 'Procedural', 'Imperative', 'Functional', 'Object-oriented']	http://nim-lang.org/
nix	https://en.wikipedia.org/wiki/Nix_package_manager	Nix is a cross-platform package manager that utilizes a purely functional deployment model where software is installed into unique directories generated through cryptographic hashes, it is also the name of the programming language. A package's hash takes into account the dependencies, which is claimed to eliminate dependency hell.[2] This package management model advertises more reliable, reproducible, and portable packages.[3][4]				https://nixos.org/nix
npl	https://en.wikipedia.org/wiki/NORD_Programming_Language	Nord Programming Language, commonly abbreviated NPL, was a programming language by the Norwegian minicomputer manufacturer Norsk Data. It shipped as a standard component of the operating system SINTRAN III.				
not exactly c	https://en.wikipedia.org/wiki/Not_eXactly_C	Not eXactly C, or NXC, is a high-level programming language for the Lego Mindstorms NXT designed by John Hansen in 2006. NXC, which is short for Not eXactly C, is based on Next Byte Codes, an assembly language. NXC has a syntax like C. The IDE for NXC is the Bricx Command Center.				
not quite c	https://en.wikipedia.org/wiki/Not_Quite_C	Not Quite C (NQC) is a programming language, application programming interface (API), and native bytecode compiler toolkit for the Lego Mindstorms, Cybermaster and LEGO Spybotics systems. It is based primarily on the C language but has specific limitations, such as the maximum number of subroutines and variables allowed, which differ depending on the version of firmware the RCX has. The language was invented by David Baum. He has released two books on the subject.				
nsis	https://en.wikipedia.org/wiki/Nullsoft_Scriptable_Install_System	Nullsoft Scriptable Install System (NSIS) is a script-driven installer authoring tool for Microsoft Windows backed by Nullsoft, the creators of Winamp. NSIS is released under a combination of free software licenses, primarily the zlib license.[2] It has become a widely used alternative to commercial proprietary products like InstallShield, with users including Amazon.com, Dropbox, Google, Ubisoft, FL Studio, BitTorrent, and McAfee.[3]	2000			http://nsis.sourceforge.io/
nu	https://en.wikipedia.org/wiki/Nu_(programming_language)	Nu is an interpreted object-oriented programming language, with a Lisp-like syntax, created by Tim Burks as an alternative scripting language to program OS X through its Cocoa application programming interface (API). Implementations also exist for iPhone and Linux.	2007		['structured', 'imperative', 'functional', 'object-oriented']	http://programming-nu.github.io/
nwscript	https://en.wikipedia.org/wiki/NWScript	NWScript is the scripting language developed by BioWare for the role-playing video game Neverwinter Nights. It is based on the C programming language and is implemented in the Aurora toolset. Neverscript, an open source 3rd party editor, has been created for the Mac OS X and Linux versions of Neverwinter Nights because the Aurora toolset has not been ported to those platforms.	2002			http://nwn.bioware.com/developers/
nxt-g	https://en.wikipedia.org/wiki/NXT-G	LEGO Mindstorms NXT is a programmable robotics kit released by Lego in late July 2006.[1] It replaced the first-generation Lego Mindstorms kit, which was called the Robotics Invention System. The base kit ships in two versions: the Retail Version (set #8527)[2] and the Education Base Set (set #9797).[3] It comes with the NXT-G programming software, or optionally LabVIEW for Lego Mindstorms.[4] A variety of unofficial languages exist, such as NXC, NBC, leJOS NXJ, and RobotC. The second generation of the set, the Lego Mindstorms NXT 2.0, was released on August 1, 2009, featuring a color sensor and other upgraded capabilities. The third generation, the EV3, was released in September 2013.				http://mindstorms.lego.com/
o:xml	https://en.wikipedia.org/wiki/O:XML	o:XML is an open source, dynamically typed, general-purpose object-oriented programming language based on XML-syntax. It has threads, exception handling, regular expressions and namespaces. Additionally o:XML has an expression language very similar to XPath that allows functions to be invoked on nodes and node sets.				
oak	https://en.wikipedia.org/wiki/Oak_(programming_language)	Oak is a discontinued programming language created by James Gosling in 1989, initially for Sun Microsystems' set-top box project. The language later evolved to become Java.				
oberon	https://en.wikipedia.org/wiki/Oberon_(programming_language)	Oberon is a general-purpose programming language first published in 1987 by Niklaus Wirth and the latest member of the Wirthian family of ALGOL-like languages (Euler, ALGOL W, Pascal, Modula, and Modula-2).[1][2][3][4] Oberon was the result of a concentrated effort to increase the power of Modula-2, the direct successor of Pascal, and simultaneously to reduce its complexity. Its principal new feature is the concept of type extension of record types.[5] It permits constructing new data types on the basis of existing ones and to relate them, deviating from the dogma of strictly static typing of data. Type extension is Wirth's way of inheritance reflecting the viewpoint of the parent site. Oberon was developed as part of the implementation of an operating system, also named Oberon at ETH Zurich in Switzerland. The name is from the moon of the planet Uranus, named Oberon.	1987	['Strong', 'static', 'dynamic']	['Imperative', 'structured', 'modular', 'object-oriented']	http://www.projectoberon.com/
obj2	https://en.wikipedia.org/wiki/OBJ2	OBJ2 is a programming language with Clear-like parametrised modules and a functional system based on equations. It is a member of the OBJ family of languages.[1]				
object lisp	https://en.wikipedia.org/wiki/Object_Lisp	Object Lisp was a computer programming language, a dialect of the Lisp language. It was an object-oriented extension for the Lisp dialect Lisp Machine Lisp, designed by Lisp Machines, Inc. Object Lisp was also an early example of prototype-based programming.				
objectlogo	https://en.wikipedia.org/wiki/ObjectLOGO	Logo is an educational programming language, designed in 1967 by Wally Feurzeig, Seymour Papert, and Cynthia Solomon.[1] Logo is not an acronym: the name was coined by Feurzeig while he was at Bolt, Beranek and Newman,[2] and derives from the Greek logos, meaning word or thought.	1967	['dynamic']	['Multi-paradigm', 'functional', 'educational', 'procedural', 'reflective']	
object rexx	https://en.wikipedia.org/wiki/Object_REXX	"The Object REXX programming language is an object-oriented scripting language initially produced by IBM for the operating system OS/2 and later[3] for Microsoft Windows. It is a follow-on to and a significant extension[a] of the ""Classic Rexx"" language originally created for the Conversational Monitor System (CMS) component of the operating system VM/SP and later ported to Multiple Virtual Storage (MVS),[b] OS/2 and PC DOS."	1988		['Object-oriented', 'class-based']	http://www.oorexx.org/
object pascal	https://en.wikipedia.org/wiki/Object_Pascal	Object Pascal is an extension to the programming language Pascal that provides object-oriented programming (OOP) features such as classes and methods.	1986	['Static and dynamic', 'RTTI', 'strong', 'safe']	['Imperative', 'structured', 'object-oriented', 'functional', 'component-based', 'event-driven', 'generic']	
objective-c	https://en.wikipedia.org/wiki/Objective-C	Objective-C is a general-purpose, object-oriented programming language that adds Smalltalk-style messaging to the C programming language. It was the main programming language supported by Apple for macOS, iOS, and their respective application programming interfaces (APIs), Cocoa and Cocoa Touch, until the introduction of Swift in 2014.[3]	1984	['static', 'dynamic', 'weak']		https://developer.apple.com/library/content/documentation/Cocoa/Conceptual/ProgrammingWithObjectiveC/Introduction/Introduction.html
objective-j	https://en.wikipedia.org/wiki/Objective-J	Objective-J is a programming language developed as part of the Cappuccino web development framework. Its syntax is nearly identical to the Objective-C syntax and it shares with JavaScript the same relationship that Objective-C has with the C programming language: that of being a strict, but small, superset; adding traditional inheritance and Smalltalk/Objective-C style dynamic dispatch. Pure JavaScript, being a prototype-based language, already has a notion of object orientation and inheritance, but Objective-J adds the use of class-based programming to JavaScript.	2008	['dynamic', 'weak', 'duck']	['Multi-paradigm', 'reflective', 'object-oriented', 'functional', 'imperative', 'scripting']	http://www.cappuccino-project.org/
obliq	https://en.wikipedia.org/wiki/Obliq	Obliq is an interpreted, object-oriented programming language designed to make distributed, and locally multithreaded, computing simpler and easier to program, while providing program safety and an implicit type system. The interpreter is written in Modula-3, and provides Obliq with full access to Modula-3's network objects abilities. A type inference algorithm for record concatenation, subtyping, and recursive types has been developed for Obliq. Further, it has been proved to be NP-complete[1] and its lowest complexity to be Ο(n3) or if under other modeling up to certain conditions down to Ο(n2)[2] and its best known implementation runs in Ο(n5).[3][contradictory] Obliq's syntax is very similar to Modula-3, the biggest difference being that Obliq has no need of explicit typed variables (i.e., a variable can hold any data type allowed by the type checker and if does not accepts one, i.e., a given expression execution error will display) although explicit type declarations are allowed and ignored by the interpreter. The basic data types in the language include booleans, integers, reals, characters, strings, and arrays. Obliq supports the usual set of sequential control structures (conditional, iteration, and exception handling forms), and special control forms for concurrency (mutexes and guarded statements). Further, Obliq's objects can be cloned and safely copied remotely by any machine in a distributed network object and it can be done safely and transparently.[4]	1993	['Strong', 'dynamic']	['Multi-paradigm', 'imperative', 'structured', 'modular', 'object-oriented', 'prototype-based', 'parallel']	http://www.cc.gatech.edu/gvu/people/Phd/Krishna/VO/VOHome.html
ocaml	https://en.wikipedia.org/wiki/OCaml	OCaml (/oʊˈkæməl/ oh-KAM-əl, formerly Objective Caml) is a general-purpose, multi-paradigm programming language which extends the Caml dialect of ML with object-oriented features. OCaml was created in 1996 by Xavier Leroy, Jérôme Vouillon, Damien Doligez, Didier Rémy, Ascánder Suárez, and others.	1996	['Inferred', 'static', 'strong', 'structural']	['Multi-paradigm', 'functional', 'imperative', 'modular', '[1]', 'object-oriented']	https://ocaml.org/
occam	https://en.wikipedia.org/wiki/Occam_(programming_language)	occam is a programming language which is concurrent and builds on the communicating sequential processes (CSP) process algebra,[1] and shares many of its features. It is named after philosopher William of Ockham after whom Occam's razor is named.	1983		['Imperative', 'procedural', 'concurrent']	
occam-π	https://en.wikipedia.org/wiki/Occam-%CF%80	In computer science, occam-π (or occam-pi) is the name of a variant of the programming language occam developed by the Kent Retargetable occam Compiler (KRoC) team at the University of Kent.[1] The name reflects the introduction of elements of π-calculus (pi-calculus) into occam, especially concepts involving mobile agents (processes) and data. The language contains several extensions to occam 2.1, including:			['Imperative', 'procedural', 'concurrent']	
octave	https://en.wikipedia.org/wiki/GNU_Octave	GNU Octave is software featuring a high-level programming language, primarily intended for numerical computations. Octave helps in solving linear and nonlinear problems numerically, and for performing other numerical experiments using a language that is mostly compatible with MATLAB. It may also be used as a batch-oriented language. Since it is part of the GNU Project, it is free software under the terms of the GNU General Public License.	1988			https://gnu.org/software/octave/
omnimark	https://en.wikipedia.org/wiki/OmniMark	OmniMark is a fourth-generation programming language used mostly in the publishing industry. It is currently a proprietary software product of Stilo International. As of September 2018 the most recent release[1] of OmniMark was 10.1.2, dated April 2016.				
opa	https://en.wikipedia.org/wiki/Opa_(programming_language)	Opa is an open-source programming language for developing scalable web applications.	2011	['static', 'strong', 'inferred']	['multi-paradigm', 'functional', 'imperative']	http://opalang.org/
opal	https://en.wikipedia.org/wiki/Opal_(programming_language)	OPAL (OPtimized Applicative Language) is a functional programming language first developed at the Technical University of Berlin.				
opencl	https://en.wikipedia.org/wiki/OpenCL	OpenCL (Open Computing Language) is a framework for writing programs that execute across heterogeneous platforms consisting of central processing units (CPUs), graphics processing units (GPUs), digital signal processors (DSPs), field-programmable gate arrays (FPGAs) and other processors or hardware accelerators. OpenCL specifies programming languages (based on C99 and C++11) for programming these devices and application programming interfaces (APIs) to control the platform and execute programs on the compute devices. OpenCL provides a standard interface for parallel computing using task- and data-based parallelism.	2009			https://www.khronos.org/opencl/
openedge abl	https://en.wikipedia.org/wiki/OpenEdge_Advanced_Business_Language	OpenEdge Advanced Business Language, or OpenEdge ABL for short, is a business application development language created and maintained by Progress Software Corporation (PSC). The language, typically classified as a fourth-generation programming language, uses an English-like syntax to simplify software development.[1] The language was called PROGRESS or Progress 4GL up until version 9, but in 2006 PSC changed the name to OpenEdge Advanced Business Language (OpenEdge ABL) in order to overcome a presumed industry perception that 4GLs were less capable than other languages.[2] A subset of the language, called SpeedScript, is used in the development of web applications.[3]				https://www.progress.com/openedge
opl	https://en.wikipedia.org/wiki/Open_Programming_Language	Open Programming Language (OPL) is an embedded programming language for portable devices that run the Symbian Operating System.	1984		['imperative', 'structured', 'embedded']	http://opl-dev.sourceforge.net/
openvera	https://en.wikipedia.org/wiki/OpenVera	OpenVera was a hardware verification language developed by System Science and acquired by Synopsys.[1] OpenVera was an interoperable, open hardware verification language for testbench creation. The OpenVera language was used as the basis for the advanced verification features in the IEEE Std. 1800 SystemVerilog standard, for the benefit of the entire verification community including companies in the semiconductor, systems, IP and EDA industries along with verification services.				
ops5	https://en.wikipedia.org/wiki/OPS5	OPS5 is a rule-based or production system computer language, notable as the first such language to be used in a successful expert system, the R1/XCON system used to configure VAX computers.				
optimj	https://en.wikipedia.org/wiki/OptimJ	OptimJ is an extension for Java with language support for writing optimization models and abstractions for bulk data processing. The extensions and the proprietary product implementing the extensions were developed by Ateji which went out of business in September 2011.[1] OptimJ aims at providing a clear and concise algebraic notation for optimization modeling, removing compatibility barriers between optimization modeling and application programming tools, and bringing software engineering techniques such as object-orientation and modern IDE support to optimization experts.	2006		['object-oriented']	http://www.ateji.com/
orc	https://en.wikipedia.org/wiki/Orc_(programming_language)	Orc is a concurrent, nondeterministic computer programming language created by Jayadev Misra at the University of Texas at Austin.	2004		['concurrent', 'nondeterministic']	https://orc.csres.utexas.edu/
orca/modula-2	https://en.wikipedia.org/wiki/ORCA/Modula-2	ORCA/Modula-2 is a Modula-2 compiler written in the Modula-2 programming language for the Apple IIGS computer.	1994			
oriel	https://en.wikipedia.org/wiki/Oriel_(scripting_language)	"Oriel is a scripting language released with the Power Tools series of instructional books written by the LeBlond Group. Described in its documentation as a ""graphics-based batch language"", it was originally designed for Microsoft Windows 3.0 and released with the book Windows 3 Power Tools in 1991.[1] However, versions of the language were also bundled with Windows 3.1 Power Tools in 1992 and Windows NT Power Tools in 1994."	1991		['Imperative', 'Procedural']	
orwell	https://en.wikipedia.org/wiki/Orwell_(programming_language)	Orwell is a small, lazy-evaluation functional programming language implemented principally by Martin Raskovsky and first released in 1984 by Philip Wadler during his time as a Research Fellow in the Programming Research Group, part of the Oxford University Computing Laboratory. Developed as a free alternative to Miranda, it was a forerunner of Haskell and was one of the first programming languages to support list comprehensions and pattern matching.	1984		['Lazy', 'functional']	
oxygene	https://en.wikipedia.org/wiki/Oxygene_(programming_language)	Oxygene (formerly known as Chrome) is a programming language developed by RemObjects Software for Microsoft's Common Language Infrastructure, the Java Platform and Cocoa. Oxygene based on Delphi's Object Pascal, but also has influences from C#, Eiffel, Java, F# and other languages.	2005			http://elementscompiler.com/elements/oxygene/
oz	https://en.wikipedia.org/wiki/Oz_(programming_language)	Oz is a multiparadigm programming language, developed in the Programming Systems Lab at Université catholique de Louvain, for programming language education. It has a canonical textbook: Concepts, Techniques, and Models of Computer Programming.	1991	['dynamic']	['multi-paradigm', 'logic', 'functional', 'imperative', 'object-oriented', 'constraint', 'distributed', 'concurrent']	http://mozart.github.io/
p	https://en.wikipedia.org/wiki/P_(programming_language)	P is a programming language for asynchronous event-driven programming and the IoT that was developed by Microsoft and University of California, Berkeley.[1]	2012			https://github.com/p-org/P
p4	https://en.wikipedia.org/wiki/P4_(programming_language)	P4 is a programming language for controlling packet forwarding planes in networking devices, such as routers and switches. In contrast to a general purpose language such as C or Python, P4 is a domain-specific language with a number of constructs optimized for network data forwarding. P4 is distributed as open-source, permissively licensed code, and is maintained by the P4 Language Consortium, a not-for-profit organization hosted by the Open Networking Foundation.	2013		['compiled', 'domain-specific', 'imperative']	http://p4.org/
p′′	https://en.wikipedia.org/wiki/P%E2%80%B2%E2%80%B2	P′′ (P double prime[1]) is a primitive computer programming language created by Corrado Böhm[2][3] in 1964 to describe a family of Turing machines.	1964		['Imperative', 'structured']	
parasail	https://en.wikipedia.org/wiki/ParaSail_(programming_language)	Parallel Specification and Implementation Language (ParaSail) is an object-oriented parallel programming language. Its design and ongoing implementation is described in a blog[2] and on its official website.[3]	2009	['strong', 'static']	['compiled', 'concurrent', 'imperative', 'structured', 'object-oriented']	http://parasail-lang.org/
pari/gp	https://en.wikipedia.org/wiki/PARI/GP	PARI/GP is a computer algebra system with the main aim of facilitating number theory computations. Versions 2.1.0 and higher are distributed under the GNU General Public License. It runs on most common operating systems.				http://pari.math.u-bordeaux.fr/
pascal	https://en.wikipedia.org/wiki/Pascal_(programming_language)	Pascal is an imperative and procedural programming language, designed by Niklaus Wirth as a small, efficient language intended to encourage good programming practices using structured programming and data structuring. It is named in honour of the French mathematician, philosopher and physicist Blaise Pascal.	1970	['Static', 'strong', 'safe']	['Imperative', 'structured']	
pascal script	https://en.wikipedia.org/wiki/Pascal_Script	Pascal Script is a scripting language based on the programming language Pascal that facilitates automated runtime control over scriptable applications and server software. It is implemented by a free scripting engine that includes a compiler and an interpreter for byte code.	2000	['Strong']	['Procedural', 'object-oriented', 'scripting']	
pcastl	https://en.wikipedia.org/wiki/PCASTL	The PCASTL (an acronym for by Parent and Childset Accessible Syntax Tree Language) is an interpreted high-level programming language. It was created in 2008 by Philippe Choquette.[1] The PCASTL is designed to ease the writing of self-modifying code. The language has reserved words parent and childset to access the nodes of the syntax tree of the currently written code.[2]	2008		['imperative', 'reflective']	http://www.pcosmos.ca/pcastl/
pcf	https://en.wikipedia.org/wiki/Programming_language_for_Computable_Functions	In computer science, Programming Computable Functions' (PCF) is a typed functional language introduced by Gordon Plotkin in 1977, based on previous unpublished material by Dana Scott.[note 1] It can be considered to be an extended version of the typed lambda calculus or a simplified version of modern typed functional languages such as ML or Haskell.				
pearl	https://en.wikipedia.org/wiki/PEARL_(programming_language)	PEARL, or Process and experiment automation realtime language, is a computer programming language designed for multitasking and real-time programming. Being a high-level language, it is fairly cross-platform. Since 1977, the language has been going under several standardization steps by the Deutsches Institut für Normung. The current version is PEARL-90, which was standardized in 1998 as DIN 66253-2.				
peoplecode	https://en.wikipedia.org/wiki/PeopleCode	PeopleCode is a proprietary object-oriented programming language used to express business logic for PeopleSoft applications. Syntactically, PeopleCode is similar to other programming languages, and can be found in both loosely-typed and strongly-typed forms. PeopleCode and its run-time environment is part of the larger PeopleTools framework. PeopleCode has evolved over time and its implementation through the PeopleSoft applications lack consistency. PeopleCode offers some interoperability with the Java programming language. Definition name references, for example, enable you to refer to PeopleTools definitions, such as record definitions or pages, without using hard-coded string literals.[1] Other language features, such as PeopleCode data types and metastrings, reflect the close interaction of PeopleTools and Structured Query Language (SQL). Dot notation, classes and methods in PeopleCode are similar to other object oriented languages, like Java. Object syntax was an important feature of PeopleTools 8.[2]			['multi-paradigm', 'object-oriented', 'imperative']	
perl	https://en.wikipedia.org/wiki/Perl	"Perl is a family of two high-level, general-purpose, interpreted, dynamic programming languages. ""Perl"" refers to Perl 5, but from 2000 to 2019 it also referred to its redesigned ""sister language"", Perl 6, before the latter's name was officially changed to Raku in October 2019.[10][11] Perl 7, continuing from Perl 5, not Perl 6, is also due in 2021."	1987		['Multi-paradigm', 'functional', 'imperative', 'object-oriented', 'class-based', 'reflective']	https://www.perl.org/
pdl	https://en.wikipedia.org/wiki/Perl_Data_Language	Perl Data Language (abbreviated PDL) is a set of free software array programming extensions to the Perl programming language. PDL extends the data structures built into Perl, to include large multidimensional arrays, and adds functionality to manipulate those arrays as vector objects. It also provides tools for image processing, machine learning, computer modeling of physical systems, and graphical plotting and presentation. Simple operations are automatically vectorized across complete arrays, and higher-dimensional operations (such as matrix multiplication) are supported.	1996		['Array']	http://pdl.perl.org/
pharo	https://en.wikipedia.org/wiki/Pharo	Pharo is an open source dynamic and reflective language which is inspired by the programming language Smalltalk. Pharo offers several live programming features such as immediate object manipulation, live update and hot recompiling.	2008			https://pharo.org/
php	https://en.wikipedia.org/wiki/PHP	PHP is a general-purpose scripting language especially suited to web development.[5] It was originally created by Danish-Canadian programmer Rasmus Lerdorf in 1994.[6] The PHP reference implementation is now produced by The PHP Group.[7] PHP originally stood for Personal Home Page,[6] but it now stands for the recursive initialism PHP: Hypertext Preprocessor.[8]	1995	['Dynamic', 'weak', 'Gradual', '[3]']	['Imperative', 'functional', 'object-oriented', 'procedural', 'reflective']	https://www.php.net/
pico	https://en.wikipedia.org/wiki/Pico_(programming_language)	Pico is a programming language developed at the Software Languages Lab at Vrije Universiteit Brussel. The language was created to introduce the essentials of programming to non-computer science students.	1997		['Reflective', 'procedural']	http://pico.vub.ac.be/
